produto;instituição;Valor Mínimo;Rentabilidade;Valor Líquido;Rating do Emissor;Vencimento;Liquidez;Taxa;Detalhes
CDB;BANCO DIGIMAIS;R$ 5.000,00;51,37%;R$ 7.568,32;BBB- FITCH;1800 dias;;10,10%PRÉ;LCI/LCA 8.58% PRÉ
CDB;BANCO VOLKSWAGEN;R$ 1.000,00;12,66%;R$ 1.126,64;AAA S&P;540 dias;No ;10,10%PRÉ;LCI/LCA 8.33% PRÉ
CDB;BANCO PAN;R$ 10.000,00;27,96%;R$ 12.796,14;AAA S&P;1080 dias;;IPCA +5,35%;LCI/LCA IPCA + 4.55%
CDB;BANCO DAYCOVAL;R$ 1.000,00;12,66%;R$ 1.126,61;AA FITCH;540 dias;No ;IPCA +5,35%;LCI/LCA IPCA + 4.41%
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,43%;R$ 25.686,07;AA FITCH;1095 dias;;IPCA +5,17%;LCI/LCA IPCA + 4.39%
Debênture;TAESA;R$ 20.625,00;516,51%;R$ 127.154,87;AAA MOODYS;7452 dias;;IPCA +5,17%;LCI/LCA IPCA + 4.39%
LCA;BANCO BTG PACTUAL;R$ 1.000,00;61,47%;R$ 1.614,70;AAA S&P;1826 dias;;90,94% CDI;CDB 106.99% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;61,47%;R$ 1.614,70;AAA S&P;1826 dias;;90,94% CDI;CDB 106.99% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;61,47%;R$ 1.614,70;AAA S&P;1826 dias;;90,94% CDI;CDB 106.99% CDI
CRA;BANCO BTG PACTUAL;R$ 1.125,40;149,93%;R$ 2.812,77;AAA S&P;3486 dias;;IPCA +5,34%;CDB IPCA + 6.28%
CRA;BANCO BTG PACTUAL;R$ 1.125,40;149,93%;R$ 2.812,77;AAA S&P;3486 dias;;IPCA +5,34%;CDB IPCA + 6.28%
CRA;BANCO BTG PACTUAL;R$ 1.125,40;149,93%;R$ 2.812,77;AAA S&P;3486 dias;;IPCA +5,34%;CDB IPCA + 6.28%
Debênture;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;R$ 9.120,54;13,27%;R$ 10.330,50;Sem Rating;565 dias;;IPCA +5,34%;LCI/LCA IPCA + 4.41%
Debênture;ENGIE BRASIL ENERGIA;R$ 14.010,69;11,67%;R$ 15.646,12;AAA FITCH;503 dias;;IPCA +5,34%;LCI/LCA IPCA + 4.41%
Debênture;ENGIE BRASIL ENERGIA;R$ 15.233,69;21,85%;R$ 18.562,94;AAA FITCH;868 dias;;IPCA +5,34%;LCI/LCA IPCA + 4.54%
CDB;BANCO DAYCOVAL;R$ 20.000,00;3,94%;R$ 20.787,81;AA FITCH;181 dias;;10,09%PRÉ;LCI/LCA 8.07% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;3,94%;R$ 20.787,81;AA FITCH;181 dias;;10,09%PRÉ;LCI/LCA 8.07% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;3,94%;R$ 20.787,81;AA FITCH;181 dias;;10,09%PRÉ;LCI/LCA 8.07% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;39,84%;R$ 27.968,76;AA FITCH;1462 dias;;IPCA +5,34%;LCI/LCA IPCA + 4.54%
CDB;BANCO DAYCOVAL;R$ 20.000,00;39,84%;R$ 27.968,76;AA FITCH;1462 dias;;IPCA +5,34%;LCI/LCA IPCA + 4.54%
CDB;BANCO DAYCOVAL;R$ 20.000,00;39,84%;R$ 27.968,76;AA FITCH;1462 dias;;IPCA +5,34%;LCI/LCA IPCA + 4.54%
CDB;BANCO RODOBENS;R$ 1.000,00;52,23%;R$ 1.522,35;AA+ FITCH;1827 dias;;10,08%PRÉ;LCI/LCA 8.57% PRÉ
CRA;RB CAPITAL SECURITIZADORA;R$ 13.454,48;21,77%;R$ 16.383,61;AA FITCH;747 dias;;IPCA +5,33%;LCI/LCA IPCA + 6.27%
CDB;BANCO DAYCOVAL;R$ 20.000,00;12,82%;R$ 22.563,08;AA FITCH;547 dias;;IPCA +5,33%;LCI/LCA IPCA + 4.4%
CDB;BANCO DAYCOVAL;R$ 20.000,00;12,82%;R$ 22.563,08;AA FITCH;547 dias;;IPCA +5,33%;LCI/LCA IPCA + 4.4%
CDB;BANCO DAYCOVAL;R$ 20.000,00;12,82%;R$ 22.563,08;AA FITCH;547 dias;;IPCA +5,33%;LCI/LCA IPCA + 4.4%
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,33%;R$ 25.665,79;AA FITCH;1096 dias;;IPCA +5,33%;LCI/LCA IPCA + 4.53%
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,33%;R$ 25.665,79;AA FITCH;1096 dias;;IPCA +5,33%;LCI/LCA IPCA + 4.53%
CDB;BANCO DAYCOVAL;R$ 20.000,00;28,33%;R$ 25.665,79;AA FITCH;1096 dias;;IPCA +5,33%;LCI/LCA IPCA + 4.53%
LF;BANCO ALFA;R$ 50.000,00;17,80%;R$ 58.901,79;AA+ MOODYS;721 dias;;10,08%PRÉ;LCI/LCA 8.57% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;3,96%;R$ 1.039,63;AAA S&P;182 dias;;10,07%PRÉ;LCI/LCA 8.06% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;8,41%;R$ 1.084,12;AAA S&P;367 dias;;10,07%PRÉ;LCI/LCA 8.31% PRÉ
LCA;BANCO BTG PACTUAL;R$ 1.000,00;46,81%;R$ 1.468,07;AAA S&P;1462 dias;;90,8% CDI;CDB 106.82% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;46,81%;R$ 1.468,07;AAA S&P;1462 dias;;90,8% CDI;CDB 106.82% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;46,81%;R$ 1.468,07;AAA S&P;1462 dias;;90,8% CDI;CDB 106.82% CDI
CDB;BANCO ALFA;R$ 5.000,00;3,93%;R$ 5.196,57;AA+ MOODYS;181 dias;;10,07%PRÉ;LCI/LCA 8.06% PRÉ
CDB;BANCO ALFA;R$ 5.000,00;3,93%;R$ 5.196,57;AA+ MOODYS;181 dias;;10,07%PRÉ;LCI/LCA 8.06% PRÉ
CDB;BANCO ALFA;R$ 5.000,00;3,93%;R$ 5.196,57;AA+ MOODYS;181 dias;;10,07%PRÉ;LCI/LCA 8.06% PRÉ
Debênture;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;R$ 12.369,27;35,41%;R$ 16.749,30;Sem Rating;1325 dias;;IPCA +5,32%;LCI/LCA IPCA + 4.52%
Debênture;ENEVA S.A.;R$ 12.693,77;37,30%;R$ 17.429,10;Sem Rating;1386 dias;;IPCA +5,32%;LCI/LCA IPCA + 4.52%
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,01%;R$ 24.602,41;AA FITCH;913 dias;;IPCA +5,15%;LCI/LCA IPCA + 4.38%
CRA;COLOMBO AGROINDUSTRIA;R$ 20.553,00;36,35%;R$ 28.024,15;Sem Rating;1183 dias;;IPCA +5,15%;LCI/LCA IPCA + 6.06%
LCA;BANCO BTG PACTUAL;R$ 1.000,00;4,95%;R$ 1.049,50;AAA S&P;188 dias;;87,0% CDI;CDB 108.75% CDI
CDB;BANCO PINE;R$ 1.000,00;7,98%;R$ 1.079,84;BB+ FITCH;360 dias;;IPCA +5,14%;LCI/LCA IPCA + 4.11%
CDB;BANCO ALFA;R$ 10.000,00;3,93%;R$ 10.392,76;AA+ MOODYS;181 dias;;10,06%PRÉ;LCI/LCA 8.05% PRÉ
CDB;BANCO ALFA;R$ 10.000,00;8,33%;R$ 10.833,40;AA+ MOODYS;365 dias;;10,06%PRÉ;LCI/LCA 8.3% PRÉ
CRA;VERT COMPANHIA SECURITIZADORA;R$ 11.631,66;54,61%;R$ 17.983,88;Sem Rating;1661 dias;;IPCA +5,31%;LCI/LCA IPCA + 6.25%
Debênture;ENGIE BRASIL ENERGIA;R$ 12.676,10;57,13%;R$ 19.917,62;AAA FITCH;1964 dias;;IPCA +5,31%;LCI/LCA IPCA + 4.51%
CDB;BANCO DAYCOVAL;R$ 20.000,00;18,08%;R$ 23.615,96;AA FITCH;733 dias;;10,06%PRÉ;LCI/LCA 8.55% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;18,08%;R$ 23.615,96;AA FITCH;733 dias;;10,06%PRÉ;LCI/LCA 8.55% PRÉ
CDB;BANCO RODOBENS;R$ 1.000,00;8,43%;R$ 1.084,26;AA+ FITCH;366 dias;;IPCA +5,3%;LCI/LCA IPCA + 4.37%
CDB;BANCO MERCANTIL;R$ 1.000,00;8,43%;R$ 1.084,26;BBB+ S&P;370 dias;;IPCA +5,3%;LCI/LCA IPCA + 4.37%
CDB;BANCO MERCANTIL;R$ 1.000,00;8,43%;R$ 1.084,26;BBB+ S&P;370 dias;;IPCA +5,3%;LCI/LCA IPCA + 4.37%
CDB;BANCO MERCANTIL;R$ 1.000,00;8,43%;R$ 1.084,26;BBB+ S&P;370 dias;;IPCA +5,3%;LCI/LCA IPCA + 4.37%
CDB;BANCO PAN;R$ 1.000,00;12,77%;R$ 1.127,75;AAA S&P;547 dias;;IPCA +5,3%;LCI/LCA IPCA + 4.37%
CDB;BANCO PAN;R$ 1.000,00;18,02%;R$ 1.180,22;AAA S&P;730 dias;No ;10,05%PRÉ;LCI/LCA 8.54% PRÉ
LCI;BANCO BARI;R$ 1.000,00;33,21%;R$ 1.332,14;Sem Rating;1095 dias;;IPCA +5,3%;CDB IPCA + 6.24%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;28,29%;R$ 1.282,89;AAA S&P;1097 dias;;10,05%PRÉ;LCI/LCA 8.54% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;39,70%;R$ 1.397,02;AAA S&P;1460 dias;No ;IPCA +5,3%;LCI/LCA IPCA + 4.5%
Debênture;ENGIE IP;R$ 1.013,55;157,20%;R$ 2.606,90;Sem Rating;3609 dias;No ;IPCA +5,3%;CDB 6.24%
CRI;ASSAI;R$ 1.058,68;38,18%;R$ 1.462,90;Sem Rating;1233 dias;No ;10,05%PRÉ;CDB 11.82%
Debênture;RGE SUL;R$ 1.093,95;151,12%;R$ 2.747,15;Sem Rating;3517 dias;No ;IPCA +5,3%;CDB 6.24%
Debênture;CPFL ENERGIA;R$ 1.093,95;128,45%;R$ 2.499,17;AAA FITCH;3517 dias;No ;IPCA +5,3%;LCI/LCA 4.5%
Debênture;CPFL ENERGIA;R$ 1.104,18;203,53%;R$ 3.351,53;AAA FITCH;4247 dias;No ;IPCA +5,3%;CDB 6.24%
Debênture;ENGIB9 - ENERGISA S.A.;R$ 1.118,07;149,13%;R$ 2.785,41;Sem Rating;3487 dias;No ;IPCA +5,3%;CDB IPCA + 117.65%
Debênture;ENEL SP;R$ 1.144,77;117,45%;R$ 2.489,31;Sem Rating;2969 dias;No ;IPCA +5,3%;CDB 6.24%
Debênture;ENEL SP;R$ 1.156,36;97,45%;R$ 2.283,25;Sem Rating;2603 dias;No ;IPCA +5,3%;CDB 6.24%
Debênture;RUMO MALHA NORTE;R$ 1.179,15;100,55%;R$ 2.364,79;AAA FITCH;2664 dias;No ;IPCA +5,3%;CDB 6.24%
CRA;RAIZEN;R$ 1.325,70;82,52%;R$ 2.419,68;Sem Rating;2303 dias;No ;IPCA +5,3%;CDB IPCA + 6.24%
CDB;BANCO FATOR;R$ 5.000,00;8,33%;R$ 5.416,29;BBB- FITCH;363 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO FATOR;R$ 5.000,00;12,60%;R$ 5.629,98;BBB- FITCH;540 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO FATOR;R$ 5.000,00;12,60%;R$ 5.629,98;BBB- FITCH;540 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO FATOR;R$ 5.000,00;12,64%;R$ 5.631,79;Sem Rating;543 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO DIGIMAIS;R$ 5.000,00;27,65%;R$ 6.382,27;BBB- FITCH;1074 dias;;10,05%PRÉ;LCI/LCA 8.54% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;12,49%;R$ 11.249,13;B+ FITCH;540 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;12,71%;R$ 11.270,81;B+ FITCH;545 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO PAN;R$ 10.000,00;27,82%;R$ 12.781,68;AAA S&P;1080 dias;;10,05%PRÉ;LCI/LCA 8.54% PRÉ
Debênture;ENEVA;R$ 19.680,00;76,78%;R$ 34.790,77;Sem Rating;2461 dias;;IPCA +5,13%;LCI/LCA IPCA + 4.36%
CDB;BANCO DAYCOVAL;R$ 20.000,00;8,36%;R$ 21.672,06;AA FITCH;364 dias;;10,05%PRÉ;LCI/LCA 8.29% PRÉ
CDB;BANCO DAYCOVAL;R$ 1.000,00;65,67%;R$ 1.656,70;AA FITCH;2190 dias;No ;IPCA +5,3%;LCI/LCA IPCA + 4.5%
Debênture;ENEVA;R$ 20.009,00;107,92%;R$ 41.602,24;Sem Rating;3132 dias;;IPCA +5,13%;LCI/LCA IPCA + 4.36%
Debênture;ENEVA;R$ 20.553,00;111,10%;R$ 43.386,79;Sem Rating;3194 dias;;IPCA +5,13%;LCI/LCA IPCA + 4.36%
LCI;BANCO PINE;R$ 1.000,00;10,21%;R$ 1.102,07;BB+ FITCH;366 dias;;90,5% CDI;CDB 109.7% CDI
CDB;BANCO DIGIMAIS;R$ 1.000,00;18,00%;R$ 1.180,03;BBB- FITCH;732 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO DIGIMAIS;R$ 1.000,00;18,00%;R$ 1.180,03;BBB- FITCH;732 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO DIGIMAIS;R$ 1.000,00;18,00%;R$ 1.180,03;BBB- FITCH;732 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;22,97%;R$ 1.229,68;AAA S&P;910 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO DIGIMAIS;R$ 5.000,00;17,73%;R$ 5.886,48;BBB- FITCH;721 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
LCI;BANCO DE BRASILIA;R$ 5.000,00;26,63%;R$ 6.331,74;BB- FITCH;900 dias;;90,5% CDI;CDB 106.47% CDI
Debênture;ENEVA;R$ 19.725,00;72,80%;R$ 34.084,14;Sem Rating;2370 dias;;IPCA +5,12%;LCI/LCA IPCA + 4.35%
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,05%;R$ 24.610,02;AA FITCH;914 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,05%;R$ 24.610,02;AA FITCH;914 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,05%;R$ 24.610,02;AA FITCH;914 dias;;10,04%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;23,05%;R$ 24.610,02;AA FITCH;914 dias;;10,04%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO DAYCOVAL;R$ 1.000,00;8,41%;R$ 1.084,13;AA FITCH;366 dias;;10,03%PRÉ;LCI/LCA 8.27% PRÉ
CDB;BDMG S.A;R$ 5.000,00;51,04%;R$ 7.552,21;Sem Rating;1800 dias;;10,03%PRÉ;LCI/LCA 8.53% PRÉ
CDB;BANCO RODOBENS;R$ 10.000,00;38,92%;R$ 13.892,45;AA+ FITCH;1440 dias;;10,03%PRÉ;LCI/LCA 8.53% PRÉ
Debênture;AES TIETE E;R$ 19.874,00;71,39%;R$ 34.061,82;Sem Rating;2340 dias;;IPCA +5,11%;LCI/LCA IPCA + 4.34%
CDB;BANCO DAYCOVAL;R$ 20.000,00;12,75%;R$ 22.550,89;AA FITCH;547 dias;;10,03%PRÉ;LCI/LCA 8.27% PRÉ
CDB;BANCO DAYCOVAL;R$ 20.000,00;12,83%;R$ 22.565,35;AA FITCH;551 dias;;10,03%PRÉ;LCI/LCA 8.27% PRÉ
CDB;PARANA BANCO;R$ 1.000,00;38,88%;R$ 1.388,80;AA+ S&P;1440 dias;;10,02%PRÉ;LCI/LCA 8.52% PRÉ
Debênture;ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAUL;R$ 1.146,70;117,03%;R$ 2.488,72;Sem Rating;2968 dias;;IPCA +5,28%;CDB IPCA + 6.21%
Debênture;ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAUL;R$ 1.146,70;117,03%;R$ 2.488,72;Sem Rating;2968 dias;;IPCA +5,28%;CDB IPCA + 6.21%
Debênture;ELETROPAULO METROPOLITANA ELETRICIDADE DE SAO PAUL;R$ 1.146,70;117,03%;R$ 2.488,72;Sem Rating;2968 dias;;IPCA +5,28%;CDB IPCA + 6.21%
CDB;BANCO FATOR;R$ 5.000,00;12,46%;R$ 5.622,81;BBB- FITCH;540 dias;;IPCA +5,1%;LCI/LCA IPCA + 4.21%
CDB;BANCO DAYCOVAL;R$ 20.000,00;8,37%;R$ 21.673,95;AA FITCH;365 dias;;10,02%PRÉ;LCI/LCA 0.0% PRÉ
CRA;RAÍZEN ENERGIA;R$ 20.192,00;267,36%;R$ 74.177,98;Sem Rating;4991 dias;;IPCA +5,1%;LCI/LCA IPCA + 6.0%
CDB;BANCO BV;R$ 10.000,00;17,99%;R$ 11.798,56;AA MOODYS;731 dias;;10,01%PRÉ;LCI/LCA 8.51% PRÉ
CRI;OPEA SECURITIZADORA;R$ 11.967,45;79,11%;R$ 21.435,45;Sem Rating;2238 dias;;IPCA +5,27%;LCI/LCA IPCA + 6.2%
CDB;BANCO RODOBENS;R$ 1.000,00;39,50%;R$ 1.394,96;AA+ FITCH;1463 dias;;10,00%PRÉ;LCI/LCA 8.5% PRÉ
CDB;BANCO BMG;R$ 1.000,00;112,85%;R$ 2.128,48;A- FITCH;3241 dias;;IPCA +5,26%;LCI/LCA IPCA + 4.47%
CRI;REDE D'OR;R$ 1.187,27;308,09%;R$ 4.845,11;AA+ FITCH;5403 dias;;IPCA +5,26%;CDB IPCA + 6.19%
CRI;REDE D'OR;R$ 1.187,27;308,09%;R$ 4.845,11;AA+ FITCH;5403 dias;;IPCA +5,26%;CDB IPCA + 6.19%
CRI;REDE D'OR;R$ 1.187,27;308,09%;R$ 4.845,11;AA+ FITCH;5403 dias;;IPCA +5,26%;CDB IPCA + 6.19%
CDB;BANCO DIGIMAIS;R$ 5.000,00;8,25%;R$ 5.412,50;BBB- FITCH;362 dias;;10,00%PRÉ;LCI/LCA 8.25% PRÉ
CDB;BANCO DIGIMAIS;R$ 5.000,00;8,35%;R$ 5.417,65;BBB- FITCH;367 dias;;10,00%PRÉ;LCI/LCA 8.25% PRÉ
CDB;BANCO BMG;R$ 10.000,00;3,90%;R$ 10.390,47;B+ FITCH;181 dias;;10,00%PRÉ;LCI/LCA 8.0% PRÉ
CDB;BANCO PAN;R$ 10.000,00;12,54%;R$ 11.253,55;AAA S&P;540 dias;;10,00%PRÉ;LCI/LCA 8.25% PRÉ
CDB;BANCO FIBRA;R$ 10.000,00;12,72%;R$ 11.271,54;B+ FITCH;547 dias;;10,00%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO ABC BRASIL;R$ 10.000,00;27,67%;R$ 12.766,53;AAA FITCH;1080 dias;;10,00%PRÉ;LCI/LCA 8.5% PRÉ
CDB;BANCO ABC BRASIL;R$ 10.000,00;27,67%;R$ 12.766,53;AAA FITCH;1080 dias;;10,00%PRÉ;LCI/LCA 8.5% PRÉ
Debênture;COSERN;R$ 19.515,00;55,90%;R$ 30.422,91;AA- S&P;1943 dias;;IPCA +5,08%;LCI/LCA IPCA + 4.32%
CDB;BANCO DAYCOVAL;R$ 1.000,00;3,90%;R$ 1.039,05;AA FITCH;181 dias;No ;10,00%PRÉ;LCI/LCA 8.0% PRÉ
CDB;BANCO DAYCOVAL;R$ 1.000,00;8,35%;R$ 1.083,53;AA FITCH;365 dias;No ;10,00%PRÉ;LCI/LCA 8.25% PRÉ
CDB;BANCO PAN;R$ 1.000,00;8,38%;R$ 1.083,82;AAA S&P;366 dias;;IPCA +5,25%;LCI/LCA IPCA + 4.33%
CDB;BANCO BTG PACTUAL;R$ 1.000,00;22,93%;R$ 1.229,27;AAA S&P;914 dias;;9,99%PRÉ;LCI/LCA 0.0% PRÉ
CDB;BANCO BTG PACTUAL;R$ 1.000,00;28,11%;R$ 1.281,14;AAA S&P;1095 dias;No ;IPCA +5,25%;LCI/LCA IPCA + 4.46%
CDB;BANCO XP;R$ 1.000,00;28,11%;R$ 1.281,14;AA FITCH;1095 dias;No ;IPCA +5,25%;LCI/LCA IPCA + 4.46%
CDB;BANCO PAN;R$ 1.000,00;28,11%;R$ 1.281,14;AAA S&P;1097 dias;;IPCA +5,25%;LCI/LCA IPCA + 4.46%
Debênture;ENGIE IP;R$ 1.014,42;156,19%;R$ 2.598,90;Sem Rating;3611 dias;No ;IPCA +5,25%;CDB IPCA + 6.18%
Debênture;JANAUBA TRANSMISSORA;R$ 1.060,15;144,00%;R$ 2.586,79;Sem Rating;3425 dias;No ;IPCA +5,25%;CDB 6.18%
Debênture;CPFL ENERGIA;R$ 1.096,01;127,64%;R$ 2.494,97;Sem Rating;3519 dias;No ;IPCA +5,25%;LCI/LCA IPCA + 4.46%
Debênture;CEMIG DISTRIBUICAO;R$ 1.110,41;65,38%;R$ 1.836,39;AA- MOODYS;1934 dias;No ;IPCA +5,25%;CDB 6.18%
Debênture;ENEL SP;R$ 1.146,39;116,78%;R$ 2.485,12;Sem Rating;2971 dias;No ;IPCA +5,25%;CDB IPCA + 6.18%
Debênture;MRSAC1 - MRS LOGISTICA S.A.;R$ 1.156,51;298,23%;R$ 4.605,56;Sem Rating;5313 dias;No ;IPCA +5,25%;CDB IPCA + 117.65%
Debênture;ENEL SP;R$ 1.157,74;96,93%;R$ 2.279,99;Sem Rating;2605 dias;No ;IPCA +5,25%;CDB IPCA + 6.18%
Debênture;RUMO MALHA NORTE;R$ 1.180,62;100,01%;R$ 2.361,35;Sem Rating;2666 dias;No ;IPCA +5,25%;CDB IPCA + 6.18%
Debênture;CCROB6 - CCR;R$ 1.210,41;209,02%;R$ 3.740,42;Sem Rating;4339 dias;No ;IPCA +5,25%;CDB IPCA + 117.65%
Debênture;NEOENERGIA;R$ 19.380,00;58,13%;R$ 30.645,77;Sem Rating;2006 dias;;IPCA +5,07%;LCI/LCA IPCA + 4.31%
CDB;BANCO DAYCOVAL;R$ 1.000,00;22,57%;R$ 1.225,68;AA FITCH;900 dias;No ;IPCA +5,25%;LCI/LCA IPCA + 4.46%
CDB;BANCO DAYCOVAL;R$ 1.000,00;51,59%;R$ 1.515,93;AA FITCH;1825 dias;No ;IPCA +5,25%;LCI/LCA IPCA + 4.46%
Debênture;NEOENERGIA;R$ 20.060,00;124,49%;R$ 45.032,50;Sem Rating;3467 dias;;IPCA +5,07%;LCI/LCA IPCA + 4.31%
LCA;BANCO ABC BRASIL;R$ 1.000,00;9,94%;R$ 1.099,40;AAA FITCH;361 dias;;90,0% CDI;CDB 109.09% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;10,06%;R$ 1.100,65;AAA S&P;364 dias;;90,0% CDI;CDB 109.09% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;10,11%;R$ 1.101,06;Sem Rating;365 dias;No ;90,0% CDI;CDB 109.09% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;10,11%;R$ 1.101,06;Sem Rating;365 dias;No ;90,0% CDI;CDB 109.09% CDI
LCA;BANCO COOPERATIVO SICOOB;R$ 1.000,00;10,11%;R$ 1.101,06;Sem Rating;365 dias;No ;90,0% CDI;CDB 109.09% CDI
LCI;BANCO PINE;R$ 1.000,00;10,15%;R$ 1.101,48;BB+ FITCH;366 dias;;90,0% CDI;CDB 109.09% CDI
LCA;BANCO BV;R$ 1.000,00;10,15%;R$ 1.101,48;AA MOODYS;366 dias;;90,0% CDI;CDB 109.09% CDI
LCI;BANCO DE BRASILIA;R$ 1.000,00;10,15%;R$ 1.101,48;BB- FITCH;366 dias;;90,0% CDI;CDB 109.09% CDI
LCA;BANCO ABC BRASIL;R$ 1.000,00;10,15%;R$ 1.101,48;AAA FITCH;370 dias;;90,0% CDI;CDB 109.09% CDI
LCI;BANCO BARI;R$ 1.000,00;11,74%;R$ 1.117,39;Sem Rating;426 dias;;90,0% CDI;CDB 109.09% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;15,30%;R$ 1.152,96;AAA S&P;545 dias;;90,0% CDI;CDB 109.09% CDI
LCI;BANCO DE BRASILIA;R$ 1.000,00;20,73%;R$ 1.207,31;BB- FITCH;721 dias;;90,0% CDI;CDB 105.88% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;21,00%;R$ 1.210,05;AAA S&P;729 dias;;90,0% CDI;CDB 105.88% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;21,05%;R$ 1.210,51;Sem Rating;730 dias;No ;90,0% CDI;CDB 105.88% CDI
LCA;BANCO BTG PACTUAL;R$ 1.000,00;26,85%;R$ 1.268,52;AAA S&P;910 dias;;90,0% CDI;CDB 105.88% CDI
CDB;TRIBANCO;R$ 1.000,00;27,65%;R$ 1.276,47;A- FITCH;1083 dias;;9,98%PRÉ;LCI/LCA 8.48% PRÉ
LCI;BANCO DE BRASILIA;R$ 1.000,00;33,03%;R$ 1.330,33;BB- FITCH;1097 dias;;90,0% CDI;CDB 105.88% CDI
CDB;BANCO BMG;R$ 1.000,00;80,96%;R$ 1.809,60;B+ FITCH;2575 dias;;IPCA +5,24%;LCI/LCA IPCA + 4.45%
CRA;BANCO BTG PACTUAL;R$ 1.119,82;143,69%;R$ 2.728,93;AAA S&P;3424 dias;;IPCA +5,24%;CDB IPCA + 6.16%
CRA;BANCO BTG PACTUAL;R$ 1.119,82;143,69%;R$ 2.728,93;AAA S&P;3424 dias;;IPCA +5,24%;CDB IPCA + 6.16%
CRA;BANCO BTG PACTUAL;R$ 1.119,82;143,69%;R$ 2.728,93;AAA S&P;3424 dias;;IPCA +5,24%;CDB IPCA + 6.16%
CRA;BANCO BTG PACTUAL;R$ 1.151,02;151,55%;R$ 2.895,35;AAA S&P;3548 dias;;IPCA +5,24%;CDB IPCA + 6.16%
CRA;BANCO BTG PACTUAL;R$ 1.151,02;151,55%;R$ 2.895,35;AAA S&P;3548 dias;;IPCA +5,24%;CDB IPCA + 6.16%
CRA;BANCO BTG PACTUAL;R$ 1.151,02;151,55%;R$ 2.895,35;AAA S&P;3548 dias;;IPCA +5,24%;CDB IPCA + 6.16%
LCA;SICOOB;R$ 5.000,00;9,77%;R$ 5.488,70;Sem Rating;355 dias;;90,0% CDI;CDB 112.5% CDI
LCA;BANCO SICOOB;R$ 5.000,00;9,86%;R$ 5.492,85;Sem Rating;357 dias;;90,0% CDI;CDB 112.5% CDI
LCA;SICOOB;R$ 5.000,00;9,86%;R$ 5.492,85;Sem Rating;357 dias;;90,0% CDI;CDB 112.5% CDI
LCA;BANCO SICOOB;R$ 5.000,00;9,86%;R$ 5.492,85;Sem Rating;357 dias;;90,0% CDI;CDB 112.5% CDI
