Player;Season;Club;Comp;App;GS;Ass;MoM;AvP;YC;RC;Position
Dominik SZOBOSZLAI;1;Universidad de Chile;Divisão 2;12 (0);10;12;3;7.83;1;0;M,AM(RLC)
Randal KOLO MUANI;11;Orlando City SC;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(RL),F(RLC)
Randal KOLO MUANI;11;Atlanta United;Divisão 1;16 (0);8;3;3;7.44;4;0;AM(RL),F(RLC)
Randal KOLO MUANI;11;Boca Juniors;Divisão 2;7 (0);2;1;1;7.43;1;0;AM(RL),F(RLC)
Randal KOLO MUANI;10;Boca Juniors;Divisão 2;8 (0);1;1;0;6.88;1;0;AM(RL),F(RLC)
Randal KOLO MUANI;10;Atlanta United;Divisão 1;12 (0);2;1;1;7.08;1;0;AM(RL),F(RLC)
Randal KOLO MUANI;9;Independiente;Divisão 2;19 (2);7;5;1;7.38;1;0;AM(RL),F(RLC)
Randal KOLO MUANI;8;Atlanta United;Divisão 2;13 (0);12;5;5;8.08;2;1;AM(RL),F(RLC)
Randal KOLO MUANI;8;Grêmio;Divisão 1;2 (0);1;0;0;6.50;0;0;AM(RL),F(RLC)
Randal KOLO MUANI;7;Grêmio;Divisão 1;5 (7);4;1;1;6.83;0;0;AM(RL),F(RLC)
Mason MOUNT;11;Atlético Mineiro;Divisão 2;23 (2);7;5;3;6.80;2;1;M(C),AM(RLC)
Mason MOUNT;10;Atlético Mineiro;Divisão 2;25 (1);3;6;3;6.73;2;1;M(C),AM(RLC)
Mason MOUNT;9;Atlético Mineiro;Divisão 2;26 (0);6;5;4;7.38;3;1;M(C),AM(RLC)
Mason MOUNT;8;Atlético Mineiro;Divisão 1;28 (0);7;1;3;7.14;7;1;M(C),AM(RLC)
Mason MOUNT;7;Atlético Mineiro;Divisão 2;17 (0);8;7;5;8.35;3;0;M(C),AM(RLC)
Mason MOUNT;5;Boca Juniors;Divisão 2;19 (0);4;3;2;7.58;4;0;M(C),AM(RLC)
Mason MOUNT;4;Boca Juniors;Divisão 1;5 (0);2;0;1;6.60;2;0;M(C),AM(RLC)
Mason MOUNT;4;São Paulo FC;Divisão 1;22 (0);6;12;6;7.59;5;0;M(C),AM(RLC)
Mason MOUNT;3;Atlanta United;Divisão 1;27 (1);2;4;0;6.57;3;0;M(C),AM(RLC)
Mason MOUNT;2;Atlético Mineiro;Divisão 1;27 (1);6;1;1;7.04;2;0;M(C),AM(RLC)
Mason MOUNT;1;Atlético Mineiro;Divisão 1;24 (0);1;0;0;6.96;5;0;M(C),AM(RLC)
Robin LE NORMAND;9;São Paulo FC;Divisão 1;23 (0);0;0;0;6.30;6;0;D(C)
Robin LE NORMAND;8;River Plate;Divisão 1;25 (0);1;1;0;6.24;5;0;D(C)
Robin LE NORMAND;7;River Plate;Divisão 1;18 (2);1;0;0;6.40;6;1;D(C)
Robin LE NORMAND;6;River Plate;Divisão 1;24 (0);0;0;0;6.46;4;0;D(C)
Robin LE NORMAND;5;River Plate;Divisão 1;24 (0);1;0;0;6.33;6;0;D(C)
Robin LE NORMAND;4;River Plate;Divisão 1;27 (0);1;0;0;6.56;4;0;D(C)
Robin LE NORMAND;3;River Plate;Divisão 1;24 (0);1;0;0;6.38;1;0;D(C)
Robin LE NORMAND;2;Atlanta United;Divisão 1;19 (0);2;0;1;6.68;3;0;D(C)
Sandro TONALI;11;Colo-Colo;Divisão 1;11 (0);0;0;0;6.09;3;0;DM,M(C)
Sandro TONALI;10;Colo-Colo;Divisão 1;8 (5);5;0;1;6.77;0;0;DM,M(C)
Sandro TONALI;10;SC Internacional;Divisão 2;10 (0);0;0;0;6.60;1;0;DM,M(C)
Sandro TONALI;9;Atlanta United;Divisão 1;27 (0);1;2;1;6.30;1;0;DM,M(C)
Sandro TONALI;8;SC Internacional;Divisão 1;20 (2);1;0;1;6.55;1;0;DM,M(C)
Sandro TONALI;7;SC Internacional;Divisão 1;26 (0);2;2;1;6.58;3;0;DM,M(C)
Sandro TONALI;6;SC Internacional;Divisão 2;26 (0);3;0;1;7.19;4;0;DM,M(C)
Sandro TONALI;5;SC Internacional;Divisão 2;26 (1);9;5;4;7.11;2;1;DM,M(C)
Sandro TONALI;4;Palmeiras;Divisão 1;23 (4);5;2;0;6.48;2;0;DM,M(C)
Sandro TONALI;3;Corinthians;Divisão 1;18 (6);0;1;0;6.46;1;0;DM,M(C)
Sandro TONALI;2;Atlanta United;Divisão 1;23 (0);3;5;3;6.78;2;0;DM,M(C)
Sandro TONALI;1;Atlanta United;Divisão 1;16 (0);3;0;0;6.56;2;1;DM,M(C)
Moussa DIABY;11;River Plate;Divisão 2;25 (0);1;4;2;6.96;5;0;AM,F(RLC)
Moussa DIABY;10;River Plate;Divisão 2;25 (0);2;4;2;7.00;4;0;AM,F(RLC)
Moussa DIABY;9;River Plate;Divisão 1;19 (0);1;5;0;7.05;2;0;AM,F(RLC)
Moussa DIABY;8;San Lorenzo;Divisão 1;26 (0);5;5;3;6.92;1;0;AM,F(RLC)
Moussa DIABY;8;Grêmio;Divisão 1;2 (0);1;0;1;7.00;0;0;AM,F(RLC)
Moussa DIABY;7;Grêmio;Divisão 1;25 (3);6;6;5;7.21;5;0;AM,F(RLC)
Moussa DIABY;6;São Paulo FC;Divisão 1;28 (0);8;14;0;7.18;2;0;AM,F(RLC)
Moussa DIABY;5;Boca Juniors;Divisão 2;22 (0);2;7;1;6.77;1;0;AM,F(RLC)
Moussa DIABY;4;D.C. United;Divisão 1;9 (1);2;0;0;6.10;0;1;AM,F(RLC)
Moussa DIABY;3;D.C. United;Divisão 2;1 (0);1;3;0;10.00;0;0;AM,F(RLC)
Moussa DIABY;2;Cruzeiro;Divisão 1;6 (0);1;3;1;7.00;1;0;AM,F(RLC)
Moussa DIABY;1;Cruzeiro;Divisão 1;7 (0);2;2;0;6.86;0;1;AM,F(RLC)
Gleison BREMER;11;Monterrey;Divisão 2;0 (0);0;0;0;0.00;0;0;D(C)
Gleison BREMER;11;Palmeiras;Divisão 1;29 (0);0;0;0;6.45;1;0;D(C)
Gleison BREMER;7;D.C. United;Divisão 1;8 (1);0;1;0;6.11;0;0;D(C)
Gleison BREMER;7;São Paulo FC;Divisão 1;2 (0);0;0;0;6.50;0;0;D(C)
Gleison BREMER;6;São Paulo FC;Divisão 1;17 (0);3;0;0;6.41;4;0;D(C)
Gleison BREMER;5;São Paulo FC;Divisão 1;16 (0);2;1;0;6.56;5;0;D(C)
Gleison BREMER;4;São Paulo FC;Divisão 1;2 (0);0;0;0;6.00;0;0;D(C)
Darwin NÚÑEZ;11;Atlanta United;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(L),F(LC)
Darwin NÚÑEZ;11;Orlando City SC;Divisão 1;24 (0);12;0;4;7.17;1;0;AM(L),F(LC)
Darwin NÚÑEZ;10;Orlando City SC;Divisão 1;12 (0);5;4;4;7.42;0;0;AM(L),F(LC)
Darwin NÚÑEZ;10;São Paulo FC;Divisão 1;14 (0);6;3;2;7.21;2;0;AM(L),F(LC)
Darwin NÚÑEZ;9;São Paulo FC;Divisão 1;1 (0);0;0;0;7.00;1;0;AM(L),F(LC)
Darwin NÚÑEZ;9;Colo-Colo;Divisão 1;28 (0);10;9;7;7.18;1;0;AM(L),F(LC)
Darwin NÚÑEZ;8;São Paulo FC;Divisão 2;24 (0);13;13;3;7.96;7;1;AM(L),F(LC)
Darwin NÚÑEZ;7;Atlanta United;Divisão 1;16 (0);4;2;4;6.94;3;0;AM(L),F(LC)
Darwin NÚÑEZ;6;Atlanta United;Divisão 1;6 (0);2;4;2;7.83;0;0;AM(L),F(LC)
Darwin NÚÑEZ;5;Atlanta United;Divisão 1;0 (1);0;0;0;6.00;0;0;AM(L),F(LC)
Darwin NÚÑEZ;4;Palmeiras;Divisão 1;2 (2);2;3;0;7.50;0;0;AM(L),F(LC)
Darwin NÚÑEZ;3;Independiente;Divisão 1;11 (2);2;2;1;6.85;1;0;AM(L),F(LC)
Darwin NÚÑEZ;2;Atlanta United;Divisão 1;2 (0);0;0;0;6.50;0;0;AM(L),F(LC)
Alexis MAC ALLISTER;11;Nacional;Divisão 1;28 (1);10;5;4;6.93;3;0;DM,M,AM(C)
Alexis MAC ALLISTER;10;Nacional;Divisão 2;20 (1);1;3;1;6.95;4;0;DM,M,AM(C)
Alexis MAC ALLISTER;9;Nacional;Divisão 2;3 (0);1;0;0;6.33;0;0;DM,M,AM(C)
Alexis MAC ALLISTER;9;SC Internacional;Divisão 1;11 (0);0;0;0;6.09;1;0;DM,M,AM(C)
Alexis MAC ALLISTER;8;SC Internacional;Divisão 1;19 (2);0;0;0;6.24;1;0;DM,M,AM(C)
Alexis MAC ALLISTER;7;SC Internacional;Divisão 1;10 (0);3;0;0;6.30;3;0;DM,M,AM(C)
Alexis MAC ALLISTER;6;San Lorenzo;Divisão 1;1 (0);0;0;0;6.00;1;0;DM,M,AM(C)
Alexis MAC ALLISTER;5;San Lorenzo;Divisão 2;3 (0);0;0;0;5.33;0;0;DM,M,AM(C)
Lisandro MARTÍNEZ;11;Pachuca;Divisão 2;25 (0);3;0;1;6.64;2;0;D(LC)
Lisandro MARTÍNEZ;9;Cruzeiro;Divisão 1;28 (0);2;1;0;6.25;2;1;D(LC)
Lisandro MARTÍNEZ;8;Cruzeiro;Divisão 1;30 (0);1;0;0;6.27;2;0;D(LC)
Lisandro MARTÍNEZ;7;Atlanta United;Divisão 1;12 (0);0;0;0;6.17;1;0;D(LC)
Lisandro MARTÍNEZ;6;Atlanta United;Divisão 1;28 (0);1;0;0;6.36;4;0;D(LC)
Lisandro MARTÍNEZ;5;Lanús;Divisão 2;18 (0);4;0;1;6.94;2;0;D(LC)
Lisandro MARTÍNEZ;4;Atlanta United;Divisão 2;14 (0);2;0;1;6.43;0;0;D(LC)
Lisandro MARTÍNEZ;3;Vélez Sársfield;Divisão 2;12 (0);1;3;1;7.17;0;0;D(LC)
Lisandro MARTÍNEZ;2;Club América;Divisão 2;6 (4);1;1;0;6.60;0;0;D(LC)
Teun KOOPMEINERS;11;New York City FC;Divisão 1;13 (0);1;2;0;6.62;2;1;DM,M,AM(C)
Teun KOOPMEINERS;11;Estudiantes de LP;Divisão 1;13 (0);0;0;0;6.46;2;0;DM,M,AM(C)
Teun KOOPMEINERS;10;Estudiantes de LP;Divisão 2;24 (0);3;0;0;6.62;2;0;DM,M,AM(C)
Teun KOOPMEINERS;9;Vélez Sársfield;Divisão 2;20 (0);1;0;0;6.35;3;0;DM,M,AM(C)
Teun KOOPMEINERS;8;Universidad de Chile;Divisão 2;24 (0);3;1;0;6.87;7;0;DM,M,AM(C)
Teun KOOPMEINERS;7;Atlanta United;Divisão 1;25 (0);2;0;0;6.08;5;1;DM,M,AM(C)
Teun KOOPMEINERS;6;Monterrey;Divisão 1;15 (0);2;2;0;6.33;3;0;DM,M,AM(C)
Teun KOOPMEINERS;6;Monterrey;Divisão 1;2 (4);1;0;0;6.83;0;0;DM,M,AM(C)
Teun KOOPMEINERS;5;Monterrey;Divisão 1;9 (13);0;2;0;6.68;4;0;DM,M,AM(C)
Teun KOOPMEINERS;4;Monterrey;Divisão 1;26 (2);4;3;1;6.21;3;0;DM,M,AM(C)
Teun KOOPMEINERS;3;Monterrey;Divisão 1;22 (8);5;5;3;6.73;4;1;DM,M,AM(C)
Teun KOOPMEINERS;2;Club América;Divisão 2;6 (2);2;2;0;7.12;1;0;DM,M,AM(C)
Joško GVARDIOL;11;Atlanta United;Divisão 1;26 (0);0;0;0;6.31;3;0;D(LC)
Joško GVARDIOL;10;Atlanta United;Divisão 1;21 (0);1;0;0;6.48;2;0;D(LC)
Joško GVARDIOL;9;Atlanta United;Divisão 1;25 (0);1;0;0;6.56;2;0;D(LC)
Joško GVARDIOL;8;Atlanta United;Divisão 2;7 (0);0;0;0;6.43;1;0;D(LC)
Joško GVARDIOL;8;Santos FC;Divisão 1;12 (0);1;1;1;6.50;3;1;D(LC)
Joško GVARDIOL;7;Barcelona SC;Divisão 1;16 (1);1;0;0;6.12;1;0;D(LC)
Joško GVARDIOL;7;Monterrey;Divisão 2;1 (0);0;0;0;6.00;0;0;D(LC)
Joško GVARDIOL;6;Monterrey;Divisão 1;5 (0);0;0;0;6.20;2;0;D(LC)
Joško GVARDIOL;6;Monterrey;Divisão 1;4 (0);1;0;0;6.25;0;0;D(LC)
Joško GVARDIOL;5;Monterrey;Divisão 1;4 (1);0;0;0;6.40;1;0;D(LC)
Joško GVARDIOL;4;Monterrey;Divisão 1;4 (0);0;0;0;6.00;2;0;D(LC)
Joško GVARDIOL;3;Monterrey;Divisão 1;1 (0);0;0;0;6.00;1;0;D(LC)
Jonathan DAVID;11;River Plate;Divisão 2;16 (1);6;3;5;7.47;0;1;AM,F(C)
Jonathan DAVID;11;Atlanta United;Divisão 1;6 (0);5;1;3;7.83;1;0;AM,F(C)
Jonathan DAVID;10;Atlanta United;Divisão 1;8 (0);2;2;0;7.50;1;0;AM,F(C)
Jonathan DAVID;10;Boca Juniors;Divisão 2;21 (0);2;1;0;5.52;3;0;AM,F(C)
Jonathan DAVID;9;Boca Juniors;Divisão 2;12 (2);7;0;1;7.07;5;0;AM,F(C)
Jonathan DAVID;8;Boca Juniors;Divisão 2;23 (0);5;0;1;6.43;7;0;AM,F(C)
Jonathan DAVID;8;São Paulo FC;Divisão 2;3 (0);4;2;1;8.33;1;0;AM,F(C)
Jonathan DAVID;7;São Paulo FC;Divisão 1;27 (0);10;8;4;6.93;5;0;AM,F(C)
Jonathan DAVID;6;Santos FC;Divisão 1;18 (8);3;5;1;7.12;4;1;AM,F(C)
Jonathan DAVID;5;Santos FC;Divisão 1;14 (0);2;1;0;7.00;2;0;AM,F(C)
Jonathan DAVID;5;Tigres UANL;Divisão 1;5 (0);0;0;0;6.40;1;1;AM,F(C)
Jonathan DAVID;4;Tigres UANL;Divisão 1;24 (0);9;6;5;7.17;0;0;AM,F(C)
Jonathan DAVID;3;Palmeiras;Divisão 1;14 (1);8;4;1;6.67;2;0;AM,F(C)
Jonathan DAVID;2;Palmeiras;Divisão 2;5 (3);3;5;2;7.88;1;0;AM,F(C)
Jonathan DAVID;2;Universidad de Chile;Divisão 2;13 (1);5;10;4;8.07;1;0;AM,F(C)
Jonathan DAVID;1;Universidad de Chile;Divisão 2;7 (2);2;1;0;7.22;0;0;AM,F(C)
Sven BOTMAN;11;Colo-Colo;Divisão 1;0 (0);0;0;0;0.00;0;0;D(C)
Sven BOTMAN;11;Cruzeiro;Divisão 1;25 (0);1;0;0;6.44;2;0;D(C)
Sven BOTMAN;10;Cruzeiro;Divisão 1;25 (0);5;0;1;6.64;2;0;D(C)
Sven BOTMAN;9;Cruzeiro;Divisão 1;27 (0);1;1;1;6.19;2;0;D(C)
Sven BOTMAN;8;Cruzeiro;Divisão 1;25 (0);2;0;1;6.40;4;1;D(C)
Sven BOTMAN;7;Santos FC;Divisão 1;26 (1);2;0;0;6.19;2;0;D(C)
Sven BOTMAN;6;Santos FC;Divisão 1;27 (0);0;1;0;6.26;4;0;D(C)
Sven BOTMAN;5;Santos FC;Divisão 1;21 (3);2;1;0;6.42;5;1;D(C)
Sven BOTMAN;4;Santos FC;Divisão 2;24 (1);3;0;1;6.68;4;0;D(C)
Sven BOTMAN;3;Santos FC;Divisão 1;12 (3);0;0;0;6.40;2;2;D(C)
Sven BOTMAN;2;Santos FC;Divisão 2;5 (2);1;0;0;6.86;1;0;D(C)
Gabriel MARTINELLI;11;Estudiantes de LP;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(RL),F(RLC)
Gabriel MARTINELLI;11;Orlando City SC;Divisão 1;24 (0);3;3;1;6.87;1;0;AM(RL),F(RLC)
Gabriel MARTINELLI;10;Orlando City SC;Divisão 1;23 (0);2;8;1;7.30;2;0;AM(RL),F(RLC)
Gabriel MARTINELLI;9;Orlando City SC;Divisão 2;14 (0);7;1;2;7.14;1;0;AM(RL),F(RLC)
Gabriel MARTINELLI;8;Orlando City SC;Divisão 2;11 (0);3;2;0;7.27;0;0;AM(RL),F(RLC)
Gabriel MARTINELLI;8;Atlanta United;Divisão 2;6 (0);3;8;0;8.33;0;1;AM(RL),F(RLC)
Gabriel MARTINELLI;7;Atlanta United;Divisão 1;7 (0);1;6;1;6.71;2;0;AM(RL),F(RLC)
Gabriel MARTINELLI;6;Atlanta United;Divisão 1;2 (0);0;0;0;4.50;1;0;AM(RL),F(RLC)
Gabriel MARTINELLI;3;Boca Juniors;Divisão 2;1 (0);0;0;0;6.00;0;0;AM(RL),F(RLC)
Dejan KULUSEVSKI;11;Vélez Sársfield;Divisão 1;0 (0);0;0;0;0.00;0;0;AM(RC),F(R)
Dejan KULUSEVSKI;11;Toronto FC;Divisão 2;17 (0);3;1;1;6.71;2;0;AM(RC),F(R)
Dejan KULUSEVSKI;10;Toronto FC;Divisão 2;21 (0);9;7;5;7.38;0;1;AM(RC),F(R)
Dejan KULUSEVSKI;9;Atlanta United;Divisão 1;24 (0);4;4;1;6.75;1;0;AM(RC),F(R)
Dejan KULUSEVSKI;8;Atlanta United;Divisão 2;9 (0);6;6;1;8.44;2;0;AM(RC),F(R)
Dejan KULUSEVSKI;8;Independiente;Divisão 1;2 (0);1;1;0;7.00;0;0;AM(RC),F(R)
Dejan KULUSEVSKI;7;Independiente;Divisão 1;9 (1);0;2;0;7.00;0;0;AM(RC),F(R)
Dejan KULUSEVSKI;7;Palmeiras;Divisão 1;15 (0);0;0;0;6.80;4;0;AM(RC),F(R)
Dejan KULUSEVSKI;6;Palmeiras;Divisão 1;23 (3);5;9;1;7.38;2;0;AM(RC),F(R)
Dejan KULUSEVSKI;5;Palmeiras;Divisão 1;25 (0);5;9;2;6.80;6;1;AM(RC),F(R)
Dejan KULUSEVSKI;4;D.C. United;Divisão 1;15 (0);1;1;0;6.27;1;0;AM(RC),F(R)
Dejan KULUSEVSKI;3;D.C. United;Divisão 2;9 (0);2;7;2;7.89;3;0;AM(RC),F(R)
Dejan KULUSEVSKI;2;Club América;Divisão 2;7 (1);2;0;0;6.88;1;0;AM(RC),F(R)
Dejan KULUSEVSKI;1;Independiente;Divisão 1;3 (3);0;0;0;6.33;2;0;AM(RC),F(R)
Eduardo CAMAVINGA;11;Cruzeiro;Divisão 1;0 (0);0;0;0;0.00;0;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;11;Corinthians;Divisão 1;24 (0);1;0;0;6.54;4;1;D(L),DM,M(LC)
Eduardo CAMAVINGA;10;Corinthians;Divisão 1;23 (0);3;2;1;6.65;7;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;9;Corinthians;Divisão 1;27 (0);3;0;1;6.22;2;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;8;São Paulo FC;Divisão 2;28 (0);7;2;0;6.89;4;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;7;São Paulo FC;Divisão 1;25 (0);4;0;0;6.36;5;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;6;São Paulo FC;Divisão 1;27 (0);2;0;0;6.22;6;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;5;São Paulo FC;Divisão 1;24 (0);3;0;1;6.21;2;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;4;São Paulo FC;Divisão 1;6 (0);1;0;0;6.17;3;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;4;Atlanta United;Divisão 2;9 (0);3;1;1;7.00;2;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;3;Independiente;Divisão 1;14 (6);2;2;0;6.45;2;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;2;Santos FC;Divisão 2;18 (1);4;3;0;7.05;1;0;D(L),DM,M(LC)
Eduardo CAMAVINGA;1;Santos FC;Divisão 2;9 (0);1;0;0;6.33;1;0;D(L),DM,M(LC)
Jeremie FRIMPONG;11;Cruz Azul;Divisão 2;28 (0);0;0;0;6.11;5;0;D,DM,M,AM(R)
Jeremie FRIMPONG;10;River Plate;Divisão 2;27 (0);0;0;0;6.15;2;1;D,DM,M,AM(R)
Jeremie FRIMPONG;9;River Plate;Divisão 1;21 (0);0;0;0;5.95;2;0;D,DM,M,AM(R)
Jeremie FRIMPONG;8;River Plate;Divisão 1;25 (0);1;0;0;6.08;4;0;D,DM,M,AM(R)
Jeremie FRIMPONG;7;River Plate;Divisão 1;4 (0);0;0;0;6.00;0;0;D,DM,M,AM(R)
Jeremie FRIMPONG;6;River Plate;Divisão 1;2 (1);0;0;0;6.33;0;0;D,DM,M,AM(R)
Sergio RAMOS;7;Orlando City SC;Divisão 2;17 (0);1;1;0;7.24;3;0;D(C)
Edin DŽEKO;11;Barcelona SC;Divisão 2;0 (0);0;0;0;0.00;0;0;F(C)
Edin DŽEKO;6;New York City FC;Divisão 1;17 (6);3;2;2;7.00;2;0;F(C)
Edin DŽEKO;5;New York City FC;Divisão 1;22 (4);7;5;5;7.35;2;0;F(C)
Edin DŽEKO;4;New York City FC;Divisão 2;15 (0);9;5;6;7.73;1;0;F(C)
Olivier GIROUD;9;SC Internacional;Divisão 1;23 (2);6;2;2;7.20;1;1;F(C)
Olivier GIROUD;8;Orlando City SC;Divisão 2;13 (0);7;6;3;7.92;1;0;F(C)
Olivier GIROUD;6;Cruzeiro;Divisão 2;25 (2);13;6;3;7.93;5;0;F(C)
Axel WITSEL;9;Orlando City SC;Divisão 2;19 (0);0;1;0;6.84;2;0;D,DM,M(C)
Axel WITSEL;6;Club América;Divisão 1;19 (0);1;1;0;6.53;1;0;D,DM,M(C)
Thiago SILVA;9;Orlando City SC;Divisão 2;16 (1);1;2;1;7.18;2;0;D(C)
Thiago SILVA;8;Orlando City SC;Divisão 2;27 (0);5;3;2;7.67;1;0;D(C)
Ángel DI MARÍA;11;Vasco da Gama;Divisão 1;0 (0);0;0;0;0.00;0;0;AM,F(RLC)
Ángel DI MARÍA;9;Barcelona SC;Divisão 2;5 (0);1;1;0;6.60;1;0;AM,F(RLC)
Ángel DI MARÍA;8;Barcelona SC;Divisão 1;28 (0);4;5;3;7.29;1;0;AM,F(RLC)
Ángel DI MARÍA;7;Barcelona SC;Divisão 1;26 (0);5;8;3;7.46;5;1;AM,F(RLC)
Dušan TADIĆ;11;Independiente;Divisão 1;24 (0);3;15;1;7.46;3;0;AM,F(RLC)
Dušan TADIĆ;9;Barcelona SC;Divisão 2;4 (0);0;0;0;6.00;1;1;AM,F(RLC)
Dušan TADIĆ;8;Barcelona SC;Divisão 1;30 (0);8;3;3;7.17;2;0;AM,F(RLC)
Dušan TADIĆ;7;D.C. United;Divisão 1;10 (4);2;0;0;6.79;1;0;AM,F(RLC)
Dušan TADIĆ;6;D.C. United;Divisão 2;15 (0);3;6;4;7.73;2;1;AM,F(RLC)
Dušan TADIĆ;5;Club América;Divisão 1;16 (0);1;3;0;6.75;3;1;AM,F(RLC)
Dušan TADIĆ;3;D.C. United;Divisão 2;26 (0);23;37;11;9.15;4;0;AM,F(RLC)
Yann SOMMER;9;Estudiantes de LP;Divisão 2;30 (0);0;0;0;6.27;0;0;GK
Marco REUS;11;Club América;Divisão 1;23 (5);4;0;1;6.39;2;0;AM,F(RLC)
Marco REUS;10;Club América;Divisão 2;27 (3);7;5;2;6.83;4;0;AM,F(RLC)
Sergio CANALES;11;Vélez Sársfield;Divisão 1;14 (1);0;1;0;6.80;3;0;M(C),AM(RLC)
Sergio CANALES;10;Vélez Sársfield;Divisão 2;11 (0);5;4;1;6.91;3;1;M(C),AM(RLC)
Sergio CANALES;7;New York City FC;Divisão 1;23 (1);3;3;1;6.21;3;0;M(C),AM(RLC)
Nicolás OTAMENDI;11;Toronto FC;Divisão 2;0 (0);0;0;0;0.00;0;0;D(C)
Nicolás OTAMENDI;11;Vasco da Gama;Divisão 1;22 (0);1;0;0;6.77;5;0;D(C)
Nicolás OTAMENDI;10;Vasco da Gama;Divisão 1;30 (0);3;0;0;6.60;5;0;D(C)
Nicolás OTAMENDI;9;Vasco da Gama;Divisão 2;21 (0);0;0;0;6.57;2;1;D(C)
Nicolás OTAMENDI;8;Atlanta United;Divisão 2;16 (0);1;1;0;7.00;2;0;D(C)
Nicolás OTAMENDI;6;San Lorenzo;Divisão 1;23 (0);0;0;0;6.13;5;1;D(C)
Nicolás OTAMENDI;5;San Lorenzo;Divisão 2;27 (0);1;0;0;6.41;0;0;D(C)
Nicolás OTAMENDI;3;Orlando City SC;Divisão 1;12 (0);1;0;0;6.67;3;1;D(C)
Nicolás OTAMENDI;2;Orlando City SC;Divisão 1;18 (0);3;0;1;6.83;3;0;D(C)
Henrikh MKHITARYAN;11;Toronto FC;Divisão 2;0 (0);0;0;0;0.00;0;0;M(C),AM(RLC)
Henrikh MKHITARYAN;11;San Lorenzo;Divisão 2;22 (1);3;6;3;6.96;5;0;M(C),AM(RLC)
Henrikh MKHITARYAN;10;Vasco da Gama;Divisão 1;17 (0);2;2;0;7.00;2;0;M(C),AM(RLC)
Henrikh MKHITARYAN;7;Cruzeiro;Divisão 1;22 (0);3;5;1;6.82;3;0;M(C),AM(RLC)
Ciro IMMOBILE;11;New York City FC;Divisão 1;10 (2);3;2;0;7.17;2;0;F(C)
Ciro IMMOBILE;10;New York City FC;Divisão 1;27 (1);10;11;7;7.57;3;0;F(C)
Christian ERIKSEN;10;San Lorenzo;Divisão 1;20 (1);4;2;1;6.71;1;0;DM,M,AM(C)
Christian ERIKSEN;9;San Lorenzo;Divisão 1;26 (1);8;5;3;6.78;6;0;DM,M,AM(C)
Roberto FIRMINO;11;Lanús;Divisão 2;0 (0);0;0;0;0.00;0;0;AM,F(C)
Roberto FIRMINO;11;New York City FC;Divisão 1;23 (1);5;3;4;7.00;2;0;AM,F(C)
Roberto FIRMINO;9;San Lorenzo;Divisão 1;22 (2);10;6;5;7.58;3;0;AM,F(C)
Roberto FIRMINO;8;San Lorenzo;Divisão 1;29 (0);10;2;4;6.93;2;1;AM,F(C)
Roberto FIRMINO;7;San Lorenzo;Divisão 1;30 (0);21;5;12;7.67;2;0;AM,F(C)
Luiz DANILO;11;Boca Juniors;Divisão 2;9 (0);0;0;0;6.44;1;0;D(RLC)
Luiz DANILO;10;Lanús;Divisão 2;22 (0);0;0;0;6.32;0;0;D(RLC)
Luiz DANILO;8;Tigres UANL;Divisão 1;20 (0);0;0;0;6.20;1;0;D(RLC)
Luiz DANILO;5;Lanús;Divisão 2;24 (0);0;0;0;6.62;5;0;D(RLC)
Luiz DANILO;4;Lanús;Divisão 2;9 (0);0;1;0;6.44;2;0;D(RLC)
Luiz DANILO;4;Estudiantes de LP;Divisão 1;4 (0);0;0;0;5.75;1;0;D(RLC)
Luiz DANILO;3;Estudiantes de LP;Divisão 1;16 (0);1;0;0;6.38;3;0;D(RLC)
Luiz DANILO;2;Corinthians;Divisão 1;3 (0);1;0;1;7.67;0;0;D(RLC)
Luiz DANILO;1;Corinthians;Divisão 1;18 (2);2;0;0;6.60;5;0;D(RLC)
Francesco ACERBI;9;Estudiantes de LP;Divisão 2;21 (0);0;2;0;6.57;5;0;D(C)
Francesco ACERBI;6;Peñarol;Divisão 2;11 (0);0;1;0;6.36;2;0;D(C)
Francesco ACERBI;4;Cruzeiro;Divisão 2;4 (0);0;0;0;6.00;0;0;D(C)
Francesco ACERBI;3;Cruzeiro;Divisão 2;13 (0);2;0;0;6.62;1;0;D(C)
Francesco ACERBI;1;Barcelona SC;Divisão 2;23 (0);1;2;1;6.74;1;0;D(C)
Granit XHAKA;11;Vélez Sársfield;Divisão 1;25 (3);5;3;2;6.82;4;0;DM,M(C)
Granit XHAKA;10;Nacional;Divisão 2;20 (0);3;1;1;6.60;5;0;DM,M(C)
Granit XHAKA;9;Nacional;Divisão 2;6 (0);0;1;0;6.33;0;0;DM,M(C)
