Player;Season;Club;Comp;App;GS;Ass;MoM;AvP;YC;RC;Position
Kerem AKTÜRKOĞLU;9;Vélez Sársfield;Divisão 2;0 (1);0;0;0;6.00;0;0;AM,F(RLC)
Kerem AKTÜRKOĞLU;8;Vélez Sársfield;Divisão 2;1 (3);0;4;0;7.50;0;0;AM,F(RLC)
Gonçalo INÁCIO;11;Peñarol;Divisão 2;17 (3);0;0;0;6.40;4;0;D(C)
Gonçalo INÁCIO;10;River Plate;Divisão 2;9 (0);0;0;0;6.00;1;0;D(C)
Gonçalo INÁCIO;9;SC Internacional;Divisão 1;8 (0);1;0;0;6.25;3;0;D(C)
Gonçalo INÁCIO;8;SC Internacional;Divisão 1;10 (0);1;0;0;6.10;2;0;D(C)
Gonçalo INÁCIO;7;Independiente;Divisão 1;1 (0);0;0;0;6.00;0;0;D(C)
Gonçalo INÁCIO;6;Monterrey;Divisão 1;2 (0);0;0;0;6.00;1;0;D(C)
Destiny UDOGIE;11;Santos FC;Divisão 2;11 (0);1;3;0;6.73;3;1;D,DM,M(L)
Destiny UDOGIE;10;Santos FC;Divisão 2;4 (0);0;0;0;6.25;1;1;D,DM,M(L)
Destiny UDOGIE;9;Santos FC;Divisão 1;1 (0);0;0;0;6.00;0;0;D,DM,M(L)
Giorgio SCALVINI;11;Santos FC;Divisão 2;17 (0);0;0;0;6.47;6;1;D,DM(C)
Giorgio SCALVINI;10;Santos FC;Divisão 2;5 (0);0;0;0;6.20;2;0;D,DM(C)
Giorgio SCALVINI;9;Santos FC;Divisão 1;2 (1);0;0;0;6.00;1;0;D,DM(C)
Giorgio SCALVINI;8;Santos FC;Divisão 1;1 (0);0;0;0;6.00;0;0;D,DM(C)
Amine ADLI;11;Cruz Azul;Divisão 2;2 (2);0;0;0;6.25;0;0;AM,F(RLC)
Amine ADLI;10;Cruz Azul;Divisão 2;1 (0);1;0;0;7.00;0;0;AM,F(RLC)
Amine ADLI;7;São Paulo FC;Divisão 1;2 (0);0;0;0;5.50;0;0;AM,F(RLC)
Amine ADLI;6;São Paulo FC;Divisão 1;1 (0);0;0;0;6.00;0;0;AM,F(RLC)
Manu KONÉ;11;Peñarol;Divisão 2;12 (5);1;0;0;6.18;2;0;DM,M(C)
Manu KONÉ;10;Peñarol;Divisão 1;9 (6);1;5;0;6.67;1;0;DM,M(C)
Manu KONÉ;9;Peñarol;Divisão 1;4 (9);2;1;0;6.69;1;0;DM,M(C)
Wesley FOFANA;11;Corinthians;Divisão 1;20 (1);0;0;0;6.00;4;0;D(C)
Wesley FOFANA;9;Corinthians;Divisão 1;5 (2);1;0;0;6.14;1;0;D(C)
Wesley FOFANA;8;Corinthians;Divisão 1;1 (1);0;0;0;6.00;0;0;D(C)
Wesley FOFANA;7;Corinthians;Divisão 2;12 (0);3;0;0;6.67;1;1;D(C)
Wesley FOFANA;6;Corinthians;Divisão 2;23 (0);1;0;0;6.52;1;0;D(C)
Wesley FOFANA;5;Corinthians;Divisão 1;12 (0);0;0;0;6.00;1;0;D(C)
Wesley FOFANA;4;Corinthians;Divisão 1;7 (1);1;0;0;6.50;1;0;D(C)
Wesley FOFANA;3;Corinthians;Divisão 1;1 (0);0;0;0;6.00;0;0;D(C)
Wesley FOFANA;3;Monterrey;Divisão 1;23 (0);2;2;0;6.52;1;0;D(C)
Barbosa EVANILSON;11;Atlanta United;Divisão 1;9 (0);3;3;1;7.11;4;0;F(C)
Barbosa EVANILSON;9;Atlanta United;Divisão 1;3 (0);1;1;0;6.67;0;0;F(C)
Barbosa EVANILSON;7;Atlanta United;Divisão 1;5 (0);3;1;0;7.20;1;0;F(C)
Melvin BARD;11;Atlanta United;Divisão 1;1 (0);0;0;0;6.00;0;0;D,DM,M(L)
Charles DE KETELAERE;11;Tigres UANL;Divisão 1;17 (1);3;5;4;7.11;3;1;AM,F(RC)
Charles DE KETELAERE;10;Tigres UANL;Divisão 1;5 (2);3;1;1;7.00;1;0;AM,F(RC)
Charles DE KETELAERE;9;Tigres UANL;Divisão 1;3 (3);1;1;0;7.00;2;0;AM,F(RC)
Charles DE KETELAERE;8;Corinthians;Divisão 1;7 (2);0;1;0;6.56;1;0;AM,F(RC)
Charles DE KETELAERE;7;Corinthians;Divisão 2;4 (17);8;9;1;8.05;2;0;AM,F(RC)
Charles DE KETELAERE;6;Corinthians;Divisão 2;23 (0);7;12;2;7.39;3;1;AM,F(RC)
Charles DE KETELAERE;5;Corinthians;Divisão 1;30 (0);9;11;0;6.33;4;0;AM,F(RC)
Charles DE KETELAERE;4;Corinthians;Divisão 1;5 (1);4;2;0;7.17;0;0;AM,F(RC)
Charles DE KETELAERE;3;Palmeiras;Divisão 1;8 (2);1;3;0;6.40;1;0;AM,F(RC)
Charles DE KETELAERE;2;Palmeiras;Divisão 2;2 (0);2;1;0;8.00;0;0;AM,F(RC)
Youssouf NDAYISHIMIYE;11;Vélez Sársfield;Divisão 1;7 (7);0;0;0;6.36;5;0;D,DM,M(C)
Miguel GUTIÉRREZ;11;Tigres UANL;Divisão 1;14 (0);0;0;0;6.00;2;0;D,DM,M(L)
Yunus MUSAH;11;Orlando City SC;Divisão 1;13 (0);0;1;0;6.08;1;0;M,AM(RC)
Yunus MUSAH;11;Boca Juniors;Divisão 2;1 (0);0;0;0;6.00;0;0;M,AM(RC)
Yunus MUSAH;10;Universidad de Chile;Divisão 2;1 (4);0;1;0;6.60;0;0;M,AM(RC)
Yunus MUSAH;9;Universidad de Chile;Divisão 2;1 (0);0;0;0;6.00;0;0;M,AM(RC)
Yunus MUSAH;6;Pachuca;Divisão 2;13 (0);3;0;0;6.46;2;0;M,AM(RC)
Piero HINCAPIÉ;11;Lanús;Divisão 2;0 (0);0;0;0;0.00;0;0;D(LC)
Piero HINCAPIÉ;11;SC Internacional;Divisão 2;25 (0);2;1;0;6.32;2;0;D(LC)
Piero HINCAPIÉ;10;SC Internacional;Divisão 2;23 (0);1;0;0;6.09;3;2;D(LC)
Piero HINCAPIÉ;9;D.C. United;Divisão 1;13 (3);0;0;0;6.31;2;0;D(LC)
